seq_idx,timestamp_us,filename,t_step,gt_x,gt_y,pred_x,pred_y,lateral_error,longitudinal_error,abs_lateral_error,abs_longitudinal_error,l2
77,1782210247120934486,1782210247120535407.png,6,-1.6516777276992798,9.237602233886719,-3.5693359375,10.20900821685791,-1.9176582098007202,0.9714059829711914,1.9176582098007202,0.9714059829711914,2.149661064147949
78,1782210247620934486,1782210247653898407.png,1,-0.03640218451619148,1.6292906999588013,-0.075966477394104,1.52972412109375,-0.03956429287791252,-0.09956657886505127,0.03956429287791252,0.09956657886505127,0.10713933408260345
78,1782210247620934486,1782210247653898407.png,2,-0.1637003868818283,3.281024694442749,-0.2912268042564392,3.257596492767334,-0.1275264173746109,-0.02342820167541504,0.1275264173746109,0.02342820167541504,0.12966059148311615
78,1782210247620934486,1782210247653898407.png,3,-0.40899553894996643,4.887601852416992,-0.6749271154403687,5.023864269256592,-0.2659315764904022,0.1362624168395996,0.2659315764904022,0.1362624168395996,0.29880937933921814
78,1782210247620934486,1782210247653898407.png,4,-0.7718759179115295,6.437626361846924,-1.3427006006240845,6.847041606903076,-0.5708246827125549,0.40941524505615234,0.5708246827125549,0.40941524505615234,0.7024682760238647
78,1782210247620934486,1782210247653898407.png,5,-1.2575900554656982,8.007916450500488,-2.373444080352783,8.575958251953125,-1.115854024887085,0.5680418014526367,1.115854024887085,0.5680418014526367,1.2521189451217651
78,1782210247620934486,1782210247653898407.png,6,-1.7600741386413574,9.55049991607666,-3.649460554122925,10.149213790893555,-1.8893864154815674,0.5987138748168945,1.8893864154815674,0.5987138748168945,1.9819786548614502
79,1782210248120934486,1782210248154147407.png,1,-0.030520601198077202,1.6571495532989502,-0.08443963527679443,1.518826961517334,-0.05391903221607208,-0.1383225917816162,0.05391903221607208,0.1383225917816162,0.14846010506153107
79,1782210248120934486,1782210248154147407.png,2,-0.18146663904190063,3.276102304458618,-0.3000418543815613,3.2038559913635254,-0.11857521533966064,-0.07224631309509277,0.11857521533966064,0.07224631309509277,0.13885104656219482
79,1782210248120934486,1782210248154147407.png,3,-0.4531339108943939,4.845546245574951,-0.6911705732345581,4.919917106628418,-0.23803666234016418,0.0743708610534668,0.23803666234016418,0.0743708610534668,0.24938419461250305
79,1782210248120934486,1782210248154147407.png,4,-0.8461551070213318,6.442245960235596,-1.3696318864822388,6.682712554931641,-0.523476779460907,0.24046659469604492,0.523476779460907,0.24046659469604492,0.5760660767555237
79,1782210248120934486,1782210248154147407.png,5,-1.257455587387085,8.012068748474121,-2.4013524055480957,8.355792999267578,-1.1438968181610107,0.34372425079345703,1.1438968181610107,0.34372425079345703,1.194422960281372
79,1782210248120934486,1782210248154147407.png,6,-1.7412053346633911,9.548579216003418,-3.6900634765625,9.867776870727539,-1.9488581418991089,0.3191976547241211,1.9488581418991089,0.3191976547241211,1.974825382232666
80,1782210248620934486,1782210248620764407.png,1,-0.05042511597275734,1.625736117362976,-0.08382728695869446,1.5200860500335693,-0.03340217098593712,-0.10565006732940674,0.03340217098593712,0.10565006732940674,0.11080452054738998
80,1782210248620934486,1782210248620764407.png,2,-0.22431641817092896,3.2095069885253906,-0.2956276535987854,3.1955790519714355,-0.07131123542785645,-0.013927936553955078,0.07131123542785645,0.013927936553955078,0.07265865057706833
80,1782210248620934486,1782210248620764407.png,3,-0.517892062664032,4.827780246734619,-0.6804324388504028,4.892059803009033,-0.16254037618637085,0.06427955627441406,0.16254037618637085,0.06427955627441406,0.17478911578655243
80,1782210248620934486,1782210248620764407.png,4,-0.8316166400909424,6.420185565948486,-1.343858242034912,6.629261016845703,-0.5122416019439697,0.2090754508972168,0.5122416019439697,0.2090754508972168,0.5532666444778442
80,1782210248620934486,1782210248620764407.png,5,-1.2193347215652466,7.984020233154297,-2.3601338863372803,8.287046432495117,-1.1407991647720337,0.3030261993408203,1.1407991647720337,0.3030261993408203,1.180359125137329
80,1782210248620934486,1782210248620764407.png,6,-1.5781186819076538,9.555439949035645,-3.627122640609741,9.775986671447754,-2.049004077911377,0.22054672241210938,2.049004077911377,0.22054672241210938,2.0608391761779785
81,1782210249120934486,1782210249154140407.png,1,-0.07042750716209412,1.5922105312347412,-0.08416931331157684,1.560510277748108,-0.013741806149482727,-0.0317002534866333,0.013741806149482727,0.0317002534866333,0.034550588577985764
81,1782210249120934486,1782210249154140407.png,2,-0.2582492530345917,3.226456642150879,-0.2920589745044708,3.2553436756134033,-0.03380972146987915,0.028887033462524414,0.03380972146987915,0.028887033462524414,0.044469743967056274
81,1782210249120934486,1782210249154140407.png,3,-0.4680611789226532,4.8360466957092285,-0.6729546189308167,4.960989952087402,-0.20489344000816345,0.12494325637817383,0.20489344000816345,0.12494325637817383,0.23998361825942993
81,1782210249120934486,1782210249154140407.png,4,-0.7532487511634827,6.422118186950684,-1.34132719039917,6.688448429107666,-0.5880784392356873,0.2663302421569824,0.5880784392356873,0.2663302421569824,0.645575761795044
81,1782210249120934486,1782210249154140407.png,5,-1.009230136871338,8.013781547546387,-2.363543748855591,8.323649406433105,-1.354313611984253,0.30986785888671875,1.354313611984253,0.30986785888671875,1.389310359954834
81,1782210249120934486,1782210249154140407.png,6,-1.3245514631271362,9.615303039550781,-3.642021656036377,9.776881217956543,-2.317470073699951,0.16157817840576172,2.317470073699951,0.16157817840576172,2.3230960369110107
82,1782210249620934486,1782210249620887407.png,1,-0.07406937330961227,1.6432756185531616,-0.10046347230672836,1.681503415107727,-0.02639409899711609,0.03822779655456543,0.02639409899711609,0.03822779655456543,0.04645441845059395
82,1782210249620934486,1782210249620887407.png,2,-0.17187194526195526,3.2634947299957275,-0.24454361200332642,3.4986190795898438,-0.07267166674137115,0.2351243495941162,0.07267166674137115,0.2351243495941162,0.2460988312959671
